Vehicle Name,buying_price,selling_price,make_year,vehicle_age,seller_type,km_driven,owner_type,fuel_type,transmission_type,mileage,engine,max_powe_bhp,Seats
Maruti Swift Vdi BSIII,,2.05,2010,10,Individual,"87,000",First Owner,Diesel,Manual,17.8,,75,5
Mahindra XUV500 W6 2WD,16.24,8.5,2015,5,Individual,"1,10,000",First Owner,Diesel,Manual,15.1,,140,7
Maruti Swift Dzire VDI,,5,2015,5,Individual,"60,000",First Owner,Diesel,Manual,26.59,,74,5
Hyundai Verna 1.6 CRDi SX,11.99,8.25,2017,3,Dealer,"23,211",First Owner,Diesel,Manual,23.9,,126.2,5
Tata Indica GLS BS IV,,1,2007,13,Individual,"20,000",First Owner,Petrol,Manual,15.3,,65.3,5
Honda Amaze VX Petrol BSIV,6.93,7.25,2019,1,Individual,"16,000",First Owner,Petrol,Manual,19.5,,88.76,5
Honda City i DTec V,14.35,7.5,2017,3,Individual,"80,000",First Owner,Diesel,Manual,26,,98.6,5
Mahindra KUV 100 mFALCON D75 K8,,5.8,2016,4,Dealer,"30,000",First Owner,Diesel,Manual,25.32,,77,6
Maruti Wagon R LXI CNG,6.15,2.2,2011,9,Dealer,"57,000",First Owner,CNG,Manual,26.2,,58.2,5
Renault Fluence E4 D,,5,2014,6,Dealer,"82,000",First Owner,Diesel,Manual,20.4,,108.45,5
Honda City i DTEC VX,14.55,5,2014,6,Individual,"2,33,000",First Owner,Diesel,Manual,25.1,,98.6,5
Honda City E,12.26,3.8,2012,8,Dealer,"29,512",First Owner,Petrol,Manual,16.8,,116.3,5
Maruti Swift Dzire VDI,,4.5,2014,6,Individual,"1,00,000",First Owner,Diesel,Manual,23.4,,74,5
Hyundai Grand i10 Sportz,6.76,4.1,2015,5,Dealer,"39,000",First Owner,Petrol,Manual,18.9,,82,5
Volkswagen Vento Diesel Comfortline,,2.85,2010,10,Dealer,"41,000",First Owner,Diesel,Manual,20.54,,103.6,5
Maruti Alto K10 VXI,,2.85,2015,5,Dealer,"42,000",First Owner,Petrol,Manual,23.95,,67.05,5
Ford Ecosport 2015-2021 Sports Diesel,9.81,6.5,2016,4,Dealer,"50,000",First Owner,Diesel,Manual,21.7,,98.96,5
Honda Jazz S,8.44,2.8,2010,10,Dealer,"42,000",First Owner,Petrol,Manual,16,,90,5
Chevrolet Aveo U-VA 1.2 LT,,1.35,2011,9,Individual,"56,405",First Owner,Petrol,Manual,14.7,,76,5
Hyundai i10 Magna 1.1L,,2.1,2012,8,Individual,"80,000",First Owner,Petrol,Manual,19.81,,68.05,5
Hyundai EON Era Plus Sports Edition,,2.5,2017,3,Individual,"40,000",First Owner,Petrol,Manual,21.1,,55.2,5
Maruti Wagon R VXI,,3.1,2015,5,Individual,"60,000",First Owner,Petrol,Manual,20.51,,67.04,5
Skoda Superb 1.8 TSI,35.66,3.75,2010,10,Individual,"50,000",First Owner,Petrol,Automatic,12.6,,161.6,5
Hyundai Verna 1.6 SX VTVT (O),10.1,5.69,2015,5,Dealer,"30,337",First Owner,Petrol,Manual,17.1,,121.3,5
Chevrolet Beat LS,,2.45,2015,5,Individual,"90,000",First Owner,Petrol,Manual,18.6,,76.8,5
Hyundai i20 1.4 Magna Executive,9.26,6.25,2018,2,Dealer,"39,000",First Owner,Diesel,Manual,22.54,,88.73,5
Hyundai Santro Xing GLS,,95000,2007,13,Individual,"40,000",First Owner,Petrol,Manual,17.92,,62.1,5
Volkswagen CrossPolo 1.2 MPI,,4.99,2016,4,Dealer,"14,000",First Owner,Petrol,Manual,16.47,,74,5
OpelCorsa 1.4Gsi,,1.5,2004,16,Individual,"1,10,000",First Owner,Petrol,Manual,14.2,,88,5
Maruti Vitara Brezza ZDi,,8.1,2017,3,Individual,"40,000",First Owner,Diesel,Manual,24.3,,88.5,5
Hyundai Accent GLS 1.6,,2,2013,7,Dealer,"34,000",First Owner,Petrol,Manual,14.4,,94,5
Toyota Innova Crysta 2016-2020 2.4 VX MT,20.19,18.75,2018,2,Dealer,"40,000",First Owner,Diesel,Manual,13.68,,147.51,7
Honda Jazz 1.5 V i DTEC,,4.9,2016,4,Dealer,"19,000",First Owner,Diesel,Manual,27.3,,98.6,5
Maruti Vitara Brezza ZDi Plus Dual Tone,,8.25,2016,4,Individual,"75,000",First Owner,Diesel,Manual,24.3,,88.5,5
Hyundai Verna 1.6 CRDi SX,11.98,6.5,2016,4,Dealer,"48,000",First Owner,Diesel,Manual,23.9,,126.2,5
Tata Tiago 1.05 Revotorq XM,,3.5,2018,2,Individual,"40,000",First Owner,Diesel,Manual,27.28,,69,5
Maruti Ciaz ZDi Plus SHVS,,5.3,2015,5,Individual,"1,03,000",First Owner,Diesel,Manual,28.09,,88.5,5
Honda WR-V i-DTEC VX,11.1,8.25,2018,2,Dealer,"15,797",First Owner,Diesel,Manual,25.5,,98.6,5
Ford Ecosport 2015-2021 1.5 Diesel Trend BSIV,9.92,6.5,2017,3,Dealer,"1,15,000",First Owner,Diesel,Manual,23,,98.96,5
Hyundai Santro Xing XG AT eRLX Euro III,,85000,2006,14,Individual,"60,000",First Owner,Petrol,Automatic,17,,null ,5
Maruti Ritz VXI,,2.9,2010,10,Dealer,"3,90,000",First Owner,Petrol,Manual,21.1,,85.8,5
Ambassador Classic 2000 Dsz,,1.5,2012,8,Individual,"1,00,000",First Owner,Diesel,Manual,12.8,,52,5
Tata Safari Storme VX Varicor 400,,12.7,2019,1,Individual,"30,000",First Owner,Diesel,Manual,14.1,,153.86,7
Maruti Vitara Brezza ZDi Plus AMT Dual Tone,,8.49,2018,2,Dealer,"31,000",First Owner,Diesel,Automatic,24.3,,88.5,5
Honda Amaze S i-DTEC,8.48,3.99,2013,7,Dealer,"47,277",First Owner,Diesel,Manual,25.8,,98.6,5
Maruti Ciaz ZDi Plus SHVS,,6,2016,4,Dealer,"28,963",First Owner,Diesel,Manual,28.09,,88.5,5
Maruti Swift Dzire VXI Optional,6.88,6.5,2017,3,Dealer,"31,000",First Owner,Petrol,Manual,20.85,,83.14,5
Maruti Wagon R LXI,5.17,1.5,2005,15,Dealer,"29,957",First Owner,Petrol,Manual,18.9,,67.1,5
Maruti Ertiga SHVS VDI,,6.7,2016,4,Dealer,"44,160",First Owner,Diesel,Manual,24.52,,88.5,7
Hyundai EON D Lite,,2,2014,6,Individual,"20,000",First Owner,Petrol,Manual,21.1,,55.2,5
Maruti Swift Dzire ZDi,,3.25,2012,8,Dealer,"55,000",First Owner,Diesel,Manual,19.3,,73.9,5
Honda Jazz 1.2 S AT i VTEC,8.8,5.6,2015,5,Individual,"51,000",First Owner,Petrol,Automatic,19,,88.7,5
Maruti Swift Dzire VXI,6.63,5.35,2016,4,Dealer,"23,211",First Owner,Petrol,Manual,20.85,,83.14,5
Volkswagen Polo 2015-2019 1.2 MPI Highline,6.58,4.25,2015,5,Dealer,"23,569",First Owner,Petrol,Manual,16.2,,74,5
Ford Ecosport 1.5 DV5 MT Trend,9.95,4.25,2014,6,Dealer,"95,000",First Owner,Diesel,Manual,22.7,,89.84,5
Renault KWID Climber 1.0 MT,3.52,3.5,2017,3,Individual,"15,000",First Owner,Petrol,Manual,23.01,,67,5
Hyundai Grand i10 Sportz,,4.5,2016,4,Dealer,"37,902",First Owner,Petrol,Manual,18.9,,82,5
Renault Pulse RxL,,2.75,2013,7,Individual,"60,000",First Owner,Diesel,Manual,23.08,,63.12,5
Maruti Omni 8 Seater BSII,,50000,1998,22,Individual,"30,000",First Owner,Petrol,Manual,19.7,,35,8
Maruti Ertiga ZDI,,5.2,2012,8,Individual,"90,000",First Owner,Diesel,Manual,20.77,,88.8,7
Mahindra Scorpio VLS 2.2 mHawk,14.86,4,2009,11,Individual,"1,20,000",First Owner,Diesel,Manual,12.05,,120,7
Maruti Wagon R CNG LXI BSIV,,3.5,2015,5,Dealer,"69,000",First Owner,CNG,Manual,33.54,,67.04,5
Hyundai i10 Era 1.1,6.84,2.6,2011,9,Dealer,"58,519",First Owner,Petrol,Manual,19.81,,68.05,5
Maruti Zen LX,,70000,2004,16,Individual,"36,000",First Owner,Petrol,Manual,17.3,,60,5
Hyundai Creta 1.6 CRDi SX Option,,8.49,2015,5,Dealer,"65,000",First Owner,Diesel,Manual,19.67,,126.2,5
Mahindra XUV500 W6 2WD,16.52,8.75,2015,5,Dealer,"59,706",First Owner,Diesel,Manual,15.1,,140,7
Volkswagen Ameo 1.2 MPI Trendline,,5,2016,4,Dealer,"26,000",First Owner,Petrol,Manual,17,,73.75,5
Hyundai i20 Active 1.4 SX,,5.5,2016,4,Dealer,"50,000",First Owner,Diesel,Manual,21.19,,88.73,5
Tata Nano Lx BSIII,,85000,2011,9,Dealer,"56,000",First Owner,Petrol,Manual,26,,35,4
Ford Freestyle Titanium Petrol BSIV,6.79,6.3,2018,2,Individual,"30,000",First Owner,Petrol,Manual,19,,94.68,5
Skoda Fabia 1.4 TDI Ambiente,,2.4,2010,10,Individual,"60,000",First Owner,Diesel,Manual,19.4,,70,5
Audi A4 30 TFSI Technology,48.75,31,2017,3,Individual,"40,000",First Owner,Petrol,Automatic,17.84,,147.51,5
Toyota Etios Liva G,,3,2013,7,Individual,"76,000",First Owner,Petrol,Manual,17.71,,78.9,5
Ford Ecosport 2015-2021 1.5 Petrol Ambiente BSIV,9.03,7,2017,3,Individual,"11,448",First Owner,Petrol,Manual,17,,121.36,5
Honda WR-V Edge Edition i-DTEC S,11.1,7.25,2017,3,Dealer,"31,031",First Owner,Diesel,Manual,25.5,,98.6,5
Hyundai Grand i10 Magna,,4.5,2017,3,Dealer,"40,813",First Owner,Petrol,Manual,18.9,,81.86,5
Maruti Wagon R LXI BS IV,5.17,2.75,2012,8,Dealer,"37,300",First Owner,Petrol,Manual,18.9,,67.1,5
Volkswagen Polo 1.5 TDI Highline,,4.5,2015,5,Individual,"47,000",First Owner,Diesel,Manual,20.14,,88.8,5
Maruti 800 DUO AC LPG,,70000,2009,11,Individual,"80,000",First Owner,LPG,Manual,16.6,,35.5,5
Honda City 2017-2020 GXi,12.26,2.25,2008,12,Dealer,"46,252",First Owner,Petrol,Manual,17.7,,78,5
Hyundai Grand i10 1.2 CRDi Sportz Dual Tone,,5.75,2019,1,Individual,"35,000",First Owner,Diesel,Manual,24,,73.97,5
Ford Fiesta Classic 1.4 Duratorq CLXI,,2.7,2011,9,Dealer,"96,315",First Owner,Diesel,Manual,17.8,,67,5
Maruti Omni 8 Seater BSIV,,1.25,2011,9,Individual,"35,000",First Owner,Petrol,Manual,14,,35,5
Maruti Alto 800 LXI,3.38,3,2018,2,Individual,"5,000",First Owner,Petrol,Manual,24.7,,47.3,5
Maruti Swift Dzire VXI,6.63,3.95,2014,6,Dealer,"33,000",First Owner,Petrol,Manual,19.1,,85.8,5
Hyundai i20 Sportz Option 1.4 CRDi,9.26,6.25,2016,4,Dealer,"52,000",First Owner,Diesel,Manual,22.54,,88.73,5
Mahindra TUV 300 mHAWK100 T8,,6.95,2016,4,Dealer,"58,000",First Owner,Diesel,Manual,18.49,,100,7
Honda City 1.5 V MT Sunroof,12.26,3.79,2012,8,Dealer,"55,000",First Owner,Petrol,Manual,16.8,,116.3,5
Maruti Swift VDI,,4.25,2012,8,Dealer,"76,000",First Owner,Diesel,Manual,22.9,,74,5
Maruti Swift Dzire VDI,,3.7,2013,7,Individual,"90,000",First Owner,Diesel,Manual,23.4,,74,5
Ford Aspire 1.5 TDCi Titanium,9.61,6.15,2017,3,Individual,"25,000",First Owner,Diesel,Manual,25.83,,99,5
Maruti Swift Dzire VDi,,3.7,2012,8,Dealer,"60,000",First Owner,Diesel,Manual,19.3,,73.9,5
BMW X3 xDrive20d,71.84,23.75,2013,7,Dealer,"37,000",First Owner,Diesel,Automatic,16.09,,184,5
Maruti Zen Estilo LXI BS IV,,2,2013,7,Individual,"37,000",First Owner,Petrol,Manual,19,,67.1,5
Mercedes-Benz GLE Class 250d,,36.99,2017,3,Dealer,"61,000",First Owner,Diesel,Automatic,17.9,,201.15,5
Maruti Swift AMT ZDI,,7.25,2018,2,Dealer,"34,000",First Owner,Diesel,Automatic,28.4,,74,5
Maruti Eeco 7 Seater Standard BSIV,4.47,2.25,2013,7,Individual,"18,000",First Owner,Petrol,Manual,15.37,,73,7
Hyundai i10 Magna,,1.9,2010,10,Individual,"60,000",First Owner,Petrol,Manual,20.36,,78.9,5
Nissan Sunny Diesel XV,,3,2012,8,Dealer,"62,000",First Owner,Diesel,Manual,21.64,,84.8,5
Hyundai i20 Asta 1.4 CRDi,9.26,5.35,2016,4,Individual,"64,000",First Owner,Diesel,Manual,22.54,,88.73,5
Renault Pulse RxL,,3.5,2015,5,Individual,"37,000",First Owner,Diesel,Manual,23.08,,63.1,5
Ford Aspire 1.5 TDCi Titanium,,6.59,2018,2,Individual,"57,350",First Owner,Diesel,Manual,25.83,,99,5
Hyundai i10 Magna 1.2,,2.7,2012,8,Dealer,"46,100",First Owner,Petrol,Manual,20.36,,78.9,5
BMW X5 xDrive 30d M Sport,,36,2016,4,Individual,"85,000",First Owner,Diesel,Automatic,15.97,,258,5
Maruti Swift Dzire ZXI,,4.6,2015,5,Individual,"25,000",First Owner,Petrol,Manual,20.85,,83.14,5
Maruti SX4 Vxi BSIV,,2.99,2013,7,Dealer,"48,000",First Owner,Petrol,Manual,15.5,,103.3,5
Hyundai Grand i10 CRDi Magna,,3.35,2015,5,Individual,"30,000",First Owner,Diesel,Manual,24,,70,5
Maruti Alto Std,,1.4,2012,8,Individual,"21,000",First Owner,Petrol,Manual,19.7,,46.3,5
Maruti Alto K10 LXI,,3.5,2019,1,Individual,"30,000",First Owner,Petrol,Manual,23.95,,67.05,5
Maruti Alto 800 Std Optional,3.35,2.55,2018,2,Individual,"25,000",First Owner,Petrol,Manual,24.7,,47.3,5
Maruti Ertiga SHVS VDI,,6.99,2016,4,Dealer,"42,000",First Owner,Diesel,Manual,24.52,,88.5,7
Hyundai EON Era Plus,,2.34,2015,5,Individual,"20,000",First Owner,Petrol,Manual,21.1,,55.2,5
Porsche Boxster S tiptronic,,69,2018,2,Dealer,"18,000",First Owner,Petrol,Automatic,8.6,,265,2
Maruti Wagon R VXI BS IV,5.26,1.92,2011,9,Individual,"1,20,000",First Owner,Petrol,Manual,18.9,,67.1,5
Ford Figo Diesel Titanium,9.02,4.2,2014,6,Dealer,"61,000",First Owner,Diesel,Manual,20,,68.05,5
Tata Nexon 1.5 Revotorq XM,,7.15,2019,1,Individual,"17,000",First Owner,Diesel,Manual,21.5,,108.5,5
Maruti Wagon R LXI,5.27,1.2,2006,14,Dealer,"64,000",First Owner,Petrol,Manual,21.79,,67.05,5
Hyundai Creta 1.6 E,11.27,9.55,2020,0,Individual,"1,500",First Owner,Petrol,Manual,15.8,,121.3,5
Hyundai Creta 1.6 SX,11.08,12,2019,1,Individual,"15,000",First Owner,Petrol,Manual,15.8,,121.3,5
Maruti Swift ZXI ABS,6.24,1.9,2008,12,Individual,"60,000",First Owner,Petrol,Manual,16.1,,88.2,5
Maruti Ertiga 1.5 VDI,,9.5,2019,1,Individual,"40,000",First Owner,Diesel,Manual,24.2,,93.87,7
Datsun RediGO S,,2.9,2017,3,Dealer,"21,696",First Owner,Petrol,Manual,22.7,,53.64,5
Toyota Corolla Altis G MT,,8.75,2015,5,Dealer,"18,000",First Owner,Petrol,Manual,14.28,,138.03,5
Hyundai Santro Xing GLS,,1.19,2008,12,Individual,"25,000",First Owner,Petrol,Manual,17.92,,62.1,5
Hyundai Elantra CRDi SX,20.93,5.75,2013,7,Dealer,"67,000",First Owner,Diesel,Manual,14.59,,113.42,5
Mahindra Xylo H8 ABS with Airbags,,5.5,2014,6,Dealer,"48,000",First Owner,Diesel,Manual,14.02,,118.3,8
Hyundai Creta 1.6 SX Option Diesel,12.61,12.95,2018,2,Dealer,"40,000",First Owner,Diesel,Manual,20.5,,126.2,5
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,,9,2015,5,Dealer,"57,900",First Owner,Diesel,Manual,12.99,,100,7
Hyundai i20 1.2 Sportz,7.7,3,2012,8,Individual,"70,000",First Owner,Petrol,Manual,17,,80,5
Hyundai Creta 1.6 VTVT SX Plus,11.66,11.75,2017,3,Dealer,"58,000",First Owner,Petrol,Manual,13,,121.3,5
Maruti Swift VDI,,2.75,2012,8,Dealer,"66,100",First Owner,Diesel,Manual,22.9,,74,5
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,,5.9,2006,14,Dealer,"1,79,000",First Owner,Diesel,Manual,12.8,,102,8
Nissan Terrano XL,,4.49,2015,5,Dealer,"36,258",First Owner,Petrol,Manual,13.24,,102.5,5
Hyundai Santro AT,5.23,1.05,2003,17,Individual,"63,000",First Owner,Petrol,Automatic,0,,null ,5
Ford Fiesta Classic 1.4 SXI Duratorq,,3.1,2011,9,Individual,"50,000",First Owner,Diesel,Manual,17.8,,67,5
Hyundai EON Magna,,2.7,2013,7,Dealer,"39,000",First Owner,Petrol,Manual,22,,55,5
Ford Aspire 1.2 Ti-VCT Titanium,6.78,4.6,2016,4,Individual,"55,000",First Owner,Petrol,Manual,18.16,,86.8,5
Volkswagen Jetta 2.0L TDI Highline AT,,9.3,2014,6,Individual,"1,00,000",First Owner,Diesel,Automatic,16.96,,138.03,5
Hyundai Verna 1.6 CRDi EX MT,,5.3,2013,7,Dealer,"90,000",First Owner,Diesel,Manual,22.32,,126.3,5
Toyota Etios Liva G,,2.5,2012,8,Individual,"90,000",First Owner,Petrol,Manual,18.3,,null ,5
Hyundai i20 Asta,7.98,6.4,2017,3,Dealer,"41,394",First Owner,Petrol,Manual,17,,80,5
Maruti Celerio VXI,,3.7,2014,6,Dealer,"27,027",First Owner,Petrol,Manual,23.1,,67.04,5
Fiat Punto 1.3 Active,,2.75,2013,7,Dealer,"79,000",First Owner,Diesel,Manual,20.3,,,
Honda Mobilio V Option i VTEC,,5.25,2015,5,Dealer,"55,000",First Owner,Petrol,Manual,17.3,,117.3,7
Volkswagen Polo Diesel Highline 1.2L,,4.6,2013,7,Dealer,"58,000",First Owner,Diesel,Manual,22.07,,73.9,5
Maruti 800 AC BSII,,80000,2004,16,Dealer,"76,000",First Owner,Petrol,Manual,16.1,,37,4
Maruti Alto LXi,,2.75,2012,8,Dealer,"76,154",First Owner,Petrol,Manual,19.7,,46.3,5
Tata Safari Storme EX,,5.25,2014,6,Dealer,"75,875",First Owner,Diesel,Manual,14,,138.1,7
Maruti Wagon R LXI,5.26,80000,2006,14,Individual,"1,20,000",First Owner,Petrol,Manual,18.9,,67.1,5
Audi Q3 35 TDI Quattro Premium,,21.5,2015,5,Dealer,"68,000",First Owner,Diesel,Automatic,15.73,,174.33,5
Honda Brio V MT,,3,2013,7,Dealer,"29,029",First Owner,Petrol,Manual,19.4,,86.8,5
Mahindra KUV 100 G80 K2 Plus 6 Str,,4.19,2018,2,Dealer,"5,000",First Owner,Petrol,Manual,18.15,,82,6
Hyundai Verna Transform SX VGT CRDi,11.99,1.99,2010,10,Dealer,"50,111",First Owner,Diesel,Manual,16.2,,110,5
Hyundai i10 Sportz,,3,2012,8,Individual,"60,000",First Owner,Petrol,Manual,20.36,,78.9,5
Maruti Swift Dzire VDI,,4.7,2015,5,Dealer,"49,000",First Owner,Diesel,Manual,26.59,,74,5
Renault KWID 1.0 RXT Optional,,3.8,2018,2,Individual,"10,000",First Owner,Petrol,Manual,23.01,,67,5
Maruti Alto 800 LXI,3.35,2.49,2015,5,Individual,"22,000",First Owner,Petrol,Manual,22.74,,47.3,5
Toyota Yaris J CVT BSIV,10.33,9.5,2019,1,Individual,"30,000",First Owner,Petrol,Automatic,17.8,,105.5,5
Honda City 1.5 V MT,12.26,2.8,2009,11,Dealer,"57,720",First Owner,Petrol,Manual,17,,118,5
Volkswagen Ameo 1.0 MPI Comfortline,,5,2019,1,Individual,"20,000",First Owner,Petrol,Manual,19.44,,75,5
Hyundai i20 Petrol Spotz,7.43,6.35,2019,1,Individual,"30,000",First Owner,Petrol,Manual,18.6,,81.86,5
Tata Tiago 1.2 Revotron XZ,5.53,4.25,2017,3,Individual,"10,000",First Owner,Petrol,Manual,23.84,,84,5
Maruti Swift Dzire VXI,6.74,5,2016,4,Individual,"40,000",First Owner,Petrol,Manual,20.85,,83.14,5
Volkswagen Tiguan 2.0 TDI Highline,,28.75,2019,1,Dealer,"10,000",First Owner,Diesel,Automatic,16.65,,141,5
Mahindra TUV 300 T8 AMT,,8.2,2017,3,Dealer,"55,000",First Owner,Diesel,Automatic,18.49,,100,7
Hyundai EON LPG D Lite Plus,,2,2012,8,Individual,"50,000",First Owner,LPG,Manual,21.1,,55.2,5
Hyundai Santro Xing GLS,,1.5,2008,12,Dealer,"74,000",First Owner,Petrol,Manual,17.92,,62.1,5
Ford Ecosport 2015-2021 1.5 TDCi Titanium Plus BSIV,9.95,5.65,2015,5,Individual,"90,000",First Owner,Diesel,Manual,22.77,,98.59,5
Maruti Swift Dzire VDI,,5.7,2016,4,Individual,"70,000",First Owner,Diesel,Manual,26.59,,74,5
Hyundai i10 Magna 1.1L,,1.8,2009,11,Individual,"57,000",First Owner,Petrol,Manual,19.81,,68.05,5
Maruti Zen Estilo 1.1 LXI BSIII,,87000,2007,13,Individual,"80,000",First Owner,Petrol,Manual,18.2,,64,5
Maruti Ciaz VDi Option SHVS,,6.75,2017,3,Dealer,"62,320",First Owner,Diesel,Manual,28.09,,88.5,5
Maruti Alto 800 LXI,3.38,2.65,2015,5,Dealer,"45,000",First Owner,Petrol,Manual,24.7,,47.3,5
Tata Hexa XM,14.1,12,2017,3,Individual,"57,000",First Owner,Diesel,Manual,17.6,,153.86,7
Maruti Baleno Zeta 1.3,,5.2,2017,3,Individual,"80,000",First Owner,Diesel,Manual,27.39,,74,5
Chevrolet Beat LT,,2.49,2013,7,Individual,"3,851",First Owner,Petrol,Manual,18.6,,79.4,5
Ford Fiesta Classic 1.4 Duratorq CLXI,,3,2012,8,Individual,"1,24,000",First Owner,Diesel,Manual,17.8,,67,5
Hyundai Verna 1.4 VTVT,,1.69,2011,9,Dealer,"46,541",First Owner,Petrol,Manual,17.43,,105.5,5
Hyundai i10 Magna,,2.68,2012,8,Dealer,"56,468",First Owner,Petrol,Manual,20.36,,78.9,5
BMW 3 Series 320d,51.48,23,2016,4,Dealer,"12,000",First Owner,Diesel,Automatic,13.2,,170,5
Volkswagen Polo 2015-2019 GT TSI,,6.5,2016,4,Dealer,"34,000",First Owner,Petrol,Automatic,17.21,,103.5,5
Honda Amaze VX Petrol BSIV,7.06,6.5,2019,1,Individual,"2,000",First Owner,Petrol,Manual,19.5,,88.76,5
Hyundai i10 Sportz 1.1L LPG,,4.2,2015,5,Individual,"15,000",First Owner,LPG,Manual,19.2,,68.05,5
Toyota Innova Crysta 2016-2020 2.4 GX MT BSIV,,16.75,2016,4,Dealer,"66,240",First Owner,Diesel,Manual,13.68,,147.8,7
Maruti Swift Dzire 1.2 Vxi BSIV,,2.21,2011,9,Individual,"80,000",First Owner,Petrol,Manual,17.5,,85.8,5
Hyundai Santro Xing GLS LPG,,1.75,2009,11,Dealer,"70,521",First Owner,LPG,Manual,13.45,,62.1,5
Honda City i VTEC V,12.26,6.24,2016,4,Dealer,"55,000",First Owner,Petrol,Manual,17.8,,117.3,5
Maruti Baleno Alpha Automatic,,8.5,2019,1,Dealer,"10,000",First Owner,Petrol,Automatic,21.4,,83.1,5
Toyota Corolla AE,,1.85,2006,14,Dealer,"50,000",First Owner,Petrol,Manual,13.4,,125,5
Hyundai i20 1.2 Magna,7.57,2.45,2010,10,Individual,"50,000",First Owner,Petrol,Manual,18.5,,80,5
Honda Amaze S i-DTEC,8.82,5.25,2016,4,Dealer,"1,03,000",First Owner,Diesel,Manual,25.8,,98.6,5
Maruti Esteem VX - BSII,,1,1998,22,Individual,"45,400",First Owner,Petrol,Manual,15.9,,null ,5
Renault Lodgy 110PS RxZ 8 Seater,,6.5,2015,5,Individual,"80,000",First Owner,Diesel,Manual,19.98,,108.5,8
Hyundai i20 Active SX Diesel,,6.3,2018,2,Individual,"40,000",First Owner,Diesel,Manual,21.19,,88.76,5
Audi A3 35 TDI Premium,,15.95,2015,5,Dealer,"26,500",First Owner,Diesel,Automatic,20.38,,143,5
Hyundai Creta 1.4 CRDi S,11.9,7.5,2015,5,Individual,"90,000",First Owner,Diesel,Manual,21.38,,88.7,5
Mahindra XUV500 W8 AWD,16.03,7,2013,7,Individual,"80,000",First Owner,Diesel,Manual,15.1,,140,7
Maruti Alto 800 LXI Optional,3.49,3.4,2017,3,Dealer,"28,000",First Owner,Petrol,Manual,24.7,,47.3,5
Ford Figo Aspire Titanium Diesel,9.53,6.5,2017,3,Dealer,"83,000",First Owner,Diesel,Manual,24.4,,98.96,5
Mahindra XUV500 W10 2WD,16.52,10.9,2016,4,Individual,"80,000",First Owner,Diesel,Manual,16,,140,7
Mahindra KUV 100 mFALCON G80 K8,6.95,3.85,2016,4,Individual,"32,000",First Owner,Petrol,Manual,18.15,,82,6
Maruti Omni E MPI STD BS IV,,1.85,2014,6,Individual,"60,010",First Owner,Petrol,Manual,16.8,,34.2,8
Toyota Innova 2.5 GX (Diesel) 7 Seater,,8.4,2010,10,Dealer,"43,221",First Owner,Diesel,Manual,12.99,,100.6,7
Hyundai Creta 1.6 CRDi SX Option,11.5,8.51,2016,4,Dealer,"16,000",First Owner,Diesel,Manual,19.67,,126.2,5
Maruti Swift ZXI,6.24,3,2012,8,Individual,"1,06,600",First Owner,Petrol,Manual,18.6,,85.8,5
Maruti Swift ZDI BSIV,,5.65,2015,5,Dealer,"89,000",First Owner,Diesel,Manual,25.2,,74,5
Hyundai Grand i10 1.2 Kappa Asta,6.76,4.25,2018,2,Dealer,"7,245",First Owner,Petrol,Manual,18.9,,81.86,5
Datsun GO Plus T Option Petrol,,6.5,2018,2,Individual,"9,600",First Owner,Petrol,Manual,19.83,,67,7
Mahindra XUV500 W11 Option BSIV,15.49,15.5,2019,1,Individual,"5,000",First Owner,Diesel,Manual,15.1,,152.87,7
Fiat Grande Punto EVO 90HP 1.3 Sport,,5.4,2016,4,Individual,"50,000",First Owner,Diesel,Manual,20.5,,91.7,5
Maruti Alto 800 LXI,3.35,2.39,2016,4,Dealer,"29,289",First Owner,Petrol,Manual,22.74,,47.3,5
Hyundai EON D Lite Plus,,1.8,2013,7,Individual,"30,000",First Owner,Petrol,Manual,21.1,,55.2,5
Maruti Swift Dzire LXI 1.2 BS IV,6.74,5.5,2019,1,Individual,"27,000",First Owner,Petrol,Manual,22,,81.8,5
Toyota Innova 2.5 V Diesel 8-seater,,5.2,2010,10,Individual,"77,000",First Owner,Diesel,Manual,12.8,,102,8
BMW 3 Series 320d Luxury Line,47.62,13.99,2013,7,Dealer,"38,132",First Owner,Diesel,Automatic,18.88,,184,5
Hyundai Grand i10 CRDi Sportz,,2.1,2009,11,Dealer,"59,000",First Owner,Diesel,Manual,24,,70,5
Hyundai Santro Sportz BSIV,5.33,4.8,2019,1,Individual,"20,000",First Owner,Petrol,Manual,20.3,,68,5
Datsun RediGO A,3.42,2.5,2018,2,Individual,"50,000",First Owner,Petrol,Manual,22.7,,53.64,5
Maruti Swift Dzire VDI,,5.5,2013,7,Individual,"1,45,495",First Owner,Diesel,Manual,23.4,,74,5
Hyundai Grand i10 1.2 Kappa Sportz BSIV,6.84,5.25,2019,1,Dealer,"36,000",First Owner,Petrol,Manual,18.9,,81.86,5
Honda Brio S MT,,2.35,2012,8,Dealer,"32,099",First Owner,Petrol,Manual,19.4,,86.8,5
Volkswagen Polo 2015-2019 1.2 MPI Highline Plus,6.58,6.25,2019,1,Dealer,"12,600",First Owner,Petrol,Manual,16.2,,74,5
Maruti Swift Dzire VDI,,4.5,2015,5,Individual,"1,20,000",First Owner,Diesel,Manual,26.59,,74,5
